year,exam_date,paper_variant,booklet_series,question_number,subject,sub_topic,question_type,option_count,statement_count,list_item_count,option_combination_pattern,is_all_or_none_correct,all_none_literal_phrasing,correct_option,key_status,difficulty_guess,ambiguous_subject,ambiguous_note,ca_recency_months,source_type_guess,question_text_en
67th-reexam,2022-09-30,re-exam,B,130,Polity,Constitutional provisions,simple_mcq,5,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,Generally how many sessions in Lok Sabha (3)
67th-reexam,2022-09-30,re-exam,B,131,Polity,Constitutional provisions,simple_mcq,5,,,,FALSE,FALSE,A,provisional,hard,FALSE,,,specialized reference,Chairman of First Law Commission in Independent India (M.C. Setalvad)
67th-reexam,2022-09-30,re-exam,B,132,Polity,Constitutional provisions,simple_mcq,5,,,,FALSE,FALSE,E,provisional,hard,TRUE,could be Current Affairs,,current_affairs,'One Nation One Election' would require amendment of which Article (Article 83)
67th-reexam,2022-09-30,re-exam,B,133,Polity,Panchayati Raj & local governance,simple_mcq,5,,,,FALSE,FALSE,E,provisional,medium,FALSE,,,NCERT-level,Which State does NOT have Panchayat system (Nagaland)
67th-reexam,2022-09-30,re-exam,B,134,Polity,Constitutional provisions,simple_mcq,5,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,current_affairs,Lok Sabha delimitation freezed till which year (2026)
67th-reexam,2022-09-30,re-exam,B,135,Polity,Constitutional provisions,simple_mcq,5,,,,FALSE,FALSE,E,provisional,medium,FALSE,,,NCERT-level,The Supreme Court is a (federal court)
67th-reexam,2022-09-30,re-exam,B,136,Bihar-Specific,Geography,simple_mcq,5,,,,FALSE,FALSE,B,provisional,hard,FALSE,,,specialized reference,Ascending order of Bihar districts by urbanization (Nalanda<Munger<Patna)
67th-reexam,2022-09-30,re-exam,B,137,Bihar-Specific,Economy,simple_mcq,5,,,,FALSE,FALSE,D,provisional,hard,FALSE,,,specialized reference,Fiscal deficit expected as % of Bihar GSDP FY2022-23 (9.89%)
67th-reexam,2022-09-30,re-exam,B,138,Bihar-Specific,Recent Developments,simple_mcq,5,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,current_affairs,NOT part of 'Saat Nischay Part-2 Scheme' of Bihar (Airways to everyone)
67th-reexam,2022-09-30,re-exam,B,139,Bihar-Specific,Economy,simple_mcq,5,,,,FALSE,FALSE,B,provisional,hard,FALSE,,,specialized reference,Descending order of Bihar districts by per capita income
67th-reexam,2022-09-30,re-exam,B,140,Economy,Macroeconomic concepts,simple_mcq,5,,,,FALSE,FALSE,E,provisional,hard,FALSE,,,NCERT-level,Which statement NOT true about poverty estimates 68th round NSSO
67th-reexam,2022-09-30,re-exam,B,141,Economy,Five-year plans & policy,simple_mcq,5,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,current_affairs,Which partly defines micro-enterprise in India (Investment not more than Rs 1 crore)
67th-reexam,2022-09-30,re-exam,B,142,Current Affairs,Schemes & Indices,simple_mcq,5,,,,FALSE,FALSE,C,provisional,hard,FALSE,,,current_affairs,Which is INCORRECT regarding Pradhan Mantri Krishi Sinchai Yojana (Construction of well)
67th-reexam,2022-09-30,re-exam,B,143,Economy,Banking & finance,simple_mcq,5,,,,FALSE,FALSE,A,provisional,hard,FALSE,,,specialized reference,Bhandari Committee is related to (regional rural banks' restructuring)
67th-reexam,2022-09-30,re-exam,B,144,Economy,Banking & finance,simple_mcq,5,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,Correct statement about National Pension Scheme (regulated by PFRDA)
67th-reexam,2022-09-30,re-exam,B,145,Economy,Five-year plans & policy,simple_mcq,5,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,current_affairs,NOT included in priorities of India Budget 2022-23 (Disinvestment)
67th-reexam,2022-09-30,re-exam,B,146,Economy,Macroeconomic concepts,simple_mcq,5,,,,FALSE,FALSE,C,provisional,hard,FALSE,,,current_affairs,Tax-GDP ratio in FY2021-22 in India (10.9%)
67th-reexam,2022-09-30,re-exam,B,147,Economy,Macroeconomic concepts,simple_mcq,5,,,,FALSE,FALSE,B,provisional,hard,FALSE,,,specialized reference,India's share in World Exports by commodity 2018 (1.7%)
67th-reexam,2022-09-30,re-exam,B,148,Economy,Macroeconomic concepts,simple_mcq,5,,,,FALSE,FALSE,B,provisional,hard,FALSE,,,current_affairs,Total wheat production India per 4th advance estimates 2020-21 (109.5 million tonnes)
67th-reexam,2022-09-30,re-exam,B,149,Current Affairs,National,simple_mcq,5,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,current_affairs,"Correct statement on the Vibrant Village Programme (border villages, northern border)"
67th-reexam,2022-09-30,re-exam,B,150,Bihar-Specific,Economy,simple_mcq,5,,,,FALSE,FALSE,A,provisional,hard,FALSE,,,specialized reference,INCORRECT statement per Economic Survey of Bihar 2021-22 (sector growth rates)
