year,exam_date,paper_variant,booklet_series,question_number,subject,sub_topic,question_type,option_count,statement_count,list_item_count,option_combination_pattern,is_all_or_none_correct,all_none_literal_phrasing,correct_option,key_status,difficulty_guess,ambiguous_subject,ambiguous_note,ca_recency_months,source_type_guess,question_text_en
70th,2024-12-13,main,E,136,Geography,Economic,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Mineral in Minas Gerais province of Brazil (Iron ore)
70th,2024-12-13,main,E,137,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,8,current_affairs,Sheikh Ahmad al-Sabah appointed PM of which country Apr 2024 (Kuwait)
70th,2024-12-13,main,E,138,Bihar-Specific,Economy,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,specialized reference,Sector with highest allocation in Bihar Budget 2024-25 (Education)
70th,2024-12-13,main,E,139,Polity,Constitutional provisions,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,Amendment that abolished Anglo-Indian reserved seats (provisional key: 108th)
70th,2024-12-13,main,E,140,Science & Technology,Physics,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,Value of the solar constant (1.4 kW/m2)
70th,2024-12-13,main,E,141,Economy,Banking & finance,simple_mcq,4,,,,FALSE,FALSE,B,provisional,hard,FALSE,,,current_affairs,RBI criterion for SFB to become Universal Bank (provisional key: Rs 500 cr)
70th,2024-12-13,main,E,142,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,D,provisional,easy,FALSE,,,NCERT-level,Breaking down organic matter by microorganisms (Decomposition)
70th,2024-12-13,main,E,143,Bihar-Specific,History & Culture,simple_mcq,4,,,,FALSE,FALSE,B,provisional,hard,FALSE,,,specialized reference,First Hindi daily newspaper published in Bihar (Kshatriya Samachar)
70th,2024-12-13,main,E,144,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,5,current_affairs,Where Ismail Haniyeh was assassinated 31 Jul 2024 (Iran)
70th,2024-12-13,main,E,145,Geography,Economic,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,current_affairs,Zoji-la Tunnel connects (Srinagar and Leh)
70th,2024-12-13,main,E,146,History,Ancient,statement_based,4,4,,More than one of the above,FALSE,FALSE,D,provisional,hard,FALSE,,,specialized reference,Land types per Amarkosha — which correct
70th,2024-12-13,main,E,147,Current Affairs,Awards & Appointments,simple_mcq,4,,,,FALSE,FALSE,C,provisional,hard,FALSE,,7,current_affairs,Profession of Arti (Amal Clooney Women's Empowerment Award 2024) (ASHA worker)
70th,2024-12-13,main,E,148,Economy,Five-year plans & policy,simple_mcq,4,,,,FALSE,FALSE,C,provisional,hard,TRUE,could be Current Affairs,,current_affairs,NOT a Budget priority for 'Viksit Bharat' 2024-25 (Sustainable Development)
70th,2024-12-13,main,E,149,Science & Technology,Physics,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,NCERT-level,Which is equivalent to tesla (Newton per ampere-metre)
70th,2024-12-13,main,E,150,Current Affairs,National,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,6,current_affairs,Constituency of new Odisha CM Mohan Charan Majhi (provisional key: Laikera)
