year,exam_date,paper_variant,booklet_series,question_number,subject,sub_topic,question_type,option_count,statement_count,list_item_count,option_combination_pattern,is_all_or_none_correct,all_none_literal_phrasing,correct_option,key_status,difficulty_guess,ambiguous_subject,ambiguous_note,ca_recency_months,source_type_guess,question_text_en,needs_sme_recheck,sme_recheck_reason
68th,2023-02-12,main,A,74,Current Affairs,International,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,4,current_affairs,Theme of World Space Week 2022 (Space and Sustainability),FALSE,
68th,2023-02-12,main,A,75,Science & Technology,Physics,simple_mcq,5,,,,FALSE,FALSE,A,final,medium,FALSE,,2,current_affairs,Lab that claimed nuclear fusion breakthrough Dec 2022 (Lawrence Livermore),FALSE,
68th,2023-02-12,main,A,76,Current Affairs,International,simple_mcq,5,,,,FALSE,FALSE,A,final,medium,FALSE,,3,current_affairs,Collins Dictionary word of the year 2022 (Permacrisis),FALSE,
68th,2023-02-12,main,A,77,Current Affairs,International,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,3,current_affairs,Country with Senegal launched Intl Drought Resilience Alliance COP27 (Germany),FALSE,
68th,2023-02-12,main,A,78,Current Affairs,International,simple_mcq,5,,,,FALSE,FALSE,B,final,medium,FALSE,,,current_affairs,Embassy that first applied for GI Tag for 'Nihonshu' in India (Japan),FALSE,
68th,2023-02-12,main,A,79,Science & Technology,Tech & Innovation,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,current_affairs,Space agency that used steam to propel EQUULEUS spacecraft (JAXA),FALSE,
68th,2023-02-12,main,A,80,Current Affairs,Sports,simple_mcq,5,,,,FALSE,FALSE,A,final,medium,FALSE,,4,current_affairs,Tesla humanoid robot launched Oct 2022 (Optimus),FALSE,
68th,2023-02-12,main,A,81,Bihar-Specific,Recent Developments,simple_mcq,5,,,,FALSE,FALSE,C,final,hard,FALSE,,,current_affairs,"First floating solar power plant built at which place in Bihar (Kadirabad, Darbhanga)",FALSE,
68th,2023-02-12,main,A,82,Bihar-Specific,Economy,simple_mcq,5,,,,FALSE,FALSE,A,final,hard,FALSE,,,specialized reference,Economic Survey 2019-20 — Bihar district with lowest per capita income (Sheohar),FALSE,
68th,2023-02-12,main,A,83,Bihar-Specific,Economy,simple_mcq,5,,,,FALSE,FALSE,C,final,hard,FALSE,,,specialized reference,NITI Aayog SDG Report 2020-21 — Bihar's score (52 out of 100),FALSE,
68th,2023-02-12,main,A,84,Current Affairs,Sports,simple_mcq,5,,,,FALSE,FALSE,B,final,medium,FALSE,,3,current_affairs,Sport included in Khelo India Women's Tournament for first time (Track Cycling),FALSE,
68th,2023-02-12,main,A,85,Bihar-Specific,Recent Developments,simple_mcq,5,,,,TRUE,TRUE,C,final,medium,FALSE,,,current_affairs,GI Tag awarded August 2022 (More than one of the above),FALSE,
68th,2023-02-12,main,A,86,Bihar-Specific,Recent Developments,simple_mcq,5,,,,FALSE,FALSE,E,final,medium,FALSE,,,current_affairs,Added to UNESCO World Heritage List 2022 (Archaeological Site of Nalanda Mahavihara),FALSE,
68th,2023-02-12,main,A,87,Bihar-Specific,Economy,simple_mcq,5,,,,FALSE,FALSE,E,final,hard,FALSE,,,current_affairs,Bihar 2020 rank in Ease of Doing Business BRAP (24th),FALSE,
68th,2023-02-12,main,A,88,Bihar-Specific,Recent Developments,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,3,current_affairs,Ganga Jal Aapurti Yojana inaugurated by CM Nov 28 2022 at (Rajgir),FALSE,
68th,2023-02-12,main,A,89,Current Affairs,Sports,simple_mcq,5,,,,FALSE,FALSE,B,final,medium,FALSE,,4,current_affairs,Board declared equal pay for men/women players Oct 2022 (BCCI),FALSE,
68th,2023-02-12,main,A,90,Bihar-Specific,Economy,simple_mcq,5,,,,FALSE,FALSE,A,final,medium,FALSE,,,specialized reference,"Bihar urbanization level 2011 census to present (11.3, 15.3)",FALSE,
68th,2023-02-12,main,A,91,Geography,Physical,simple_mcq,5,,,,FALSE,FALSE,D,final,medium,FALSE,,,NCERT-level,Indus River joined at Attock by which river from Afghanistan (Kabul River),FALSE,
68th,2023-02-12,main,A,92,Environment & Ecology,Conservation & Policy,simple_mcq,5,,,,FALSE,FALSE,D,final,easy,FALSE,,,NCERT-level,Well-publicised wildlife campaign launched 1973 (Project Tiger),FALSE,
68th,2023-02-12,main,A,93,Geography,Physical,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,NCERT-level,Which statement true about troposphere (avg height 13 km),FALSE,
68th,2023-02-12,main,A,94,Geography,Physical,simple_mcq,5,,,,FALSE,FALSE,E,final,medium,FALSE,,,NCERT-level,Southern continent broken from Pangaea (Gondwanaland),FALSE,
68th,2023-02-12,main,A,95,Geography,Physical,simple_mcq,5,,,,FALSE,FALSE,B,final,easy,FALSE,,,NCERT-level,Arctic and Antarctica situated near (North and South Poles),FALSE,
68th,2023-02-12,main,A,96,Geography,Physical,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,NCERT-level,"States with common border with Myanmar (Arunachal, Nagaland, Manipur, Mizoram)",FALSE,
68th,2023-02-12,main,A,97,Environment & Ecology,Biodiversity,simple_mcq,5,,,,FALSE,FALSE,A,final,medium,FALSE,,,specialized reference,World's richest marine biodiversity region — 21 islands (Gulf of Mannar),FALSE,
68th,2023-02-12,main,A,98,Geography,Physical,simple_mcq,5,,,,FALSE,FALSE,B,final,hard,TRUE,Bihar-linked,,specialized reference,UP and Bihar's Koppen climatic classification (Aw),FALSE,
68th,2023-02-12,main,A,99,Geography,Physical,simple_mcq,5,,,,FALSE,FALSE,B,final,medium,FALSE,,,NCERT-level,India's territorial limit into sea (12 nautical miles),FALSE,
68th,2023-02-12,main,A,100,Geography,Economic,simple_mcq,5,,,,FALSE,FALSE,A,final,easy,FALSE,,,NCERT-level,River valley rich in coal reserves (Damodar River Valley),FALSE,
68th,2023-02-12,main,A,101,Geography,Economic,simple_mcq,5,,,,FALSE,FALSE,D,final,medium,FALSE,,,NCERT-level,Which statement true about sugar industry in India (UP 2nd largest producer),FALSE,
68th,2023-02-12,main,A,102,Geography,Physical,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,NCERT-level,Pre-monsoon showers in Kerala/coastal Karnataka known as (Mango showers),FALSE,
68th,2023-02-12,main,A,103,Geography,Physical,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,NCERT-level,Atmosphere mainly heated by (long-wave terrestrial radiation),FALSE,
68th,2023-02-12,main,A,104,Bihar-Specific,Geography,simple_mcq,5,,,,FALSE,FALSE,A,final,medium,FALSE,,,specialized reference,State bordering max districts in Bihar (Uttar Pradesh),FALSE,
68th,2023-02-12,main,A,105,Bihar-Specific,Geography,simple_mcq,5,,,,FALSE,FALSE,E,final,hard,FALSE,,,specialized reference,Last railway station of Bihar towards Mirza Cheuki (Kahalgaon),FALSE,
68th,2023-02-12,main,A,106,Bihar-Specific,Geography,statement_based,5,3,,1 and 2 only,FALSE,FALSE,C,final,hard,FALSE,,,specialized reference,Mineral production in Bihar — which statements correct,FALSE,
68th,2023-02-12,main,A,107,Bihar-Specific,Geography,simple_mcq,5,,,,FALSE,FALSE,B,final,hard,FALSE,,,specialized reference,Phalgu river formed by confluence of (Lilajan and Mohana rivers),FALSE,
68th,2023-02-12,main,A,108,Bihar-Specific,History & Culture,simple_mcq,5,,,,FALSE,FALSE,C,final,hard,FALSE,,,specialized reference,First tea gardens established in Bihar at (Thakurganj),FALSE,
68th,2023-02-12,main,A,109,Bihar-Specific,Geography,simple_mcq,5,,,,FALSE,FALSE,D,final,hard,FALSE,,,specialized reference,Ascending decadal population growth 2001-2011 order (Kishanganj<Madhepura<Siwan),FALSE,
68th,2023-02-12,main,A,110,Bihar-Specific,Economy,simple_mcq,5,,,,FALSE,FALSE,A,final,medium,FALSE,,,specialized reference,Dominant food industry among agro-based industries in Bihar (Cereal-based),FALSE,
68th,2023-02-12,main,A,111,Science & Technology,Physics,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,NCERT-level,Convex lens image of white horse with black paint strips (horse of black stripes),FALSE,
68th,2023-02-12,main,A,112,Science & Technology,Physics,simple_mcq,5,,,,FALSE,FALSE,B,final,medium,FALSE,,,NCERT-level,Shrillness of sound determined by (wavelength/frequency of sound),FALSE,
68th,2023-02-12,main,A,113,Science & Technology,Physics,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,NCERT-level,Photoelectric device most suitable for digital applications (Photodiode),FALSE,
68th,2023-02-12,main,A,114,Science & Technology,Physics,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,NCERT-level,Ball bearings convert static friction into (rolling friction),FALSE,
68th,2023-02-12,main,A,115,Science & Technology,Physics,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,NCERT-level,Goalkeeper pulling hands back enables (decrease rate of change of momentum),FALSE,
68th,2023-02-12,main,A,116,Science & Technology,Physics,simple_mcq,5,,,,FALSE,FALSE,B,final,easy,FALSE,,,NCERT-level,Positively charged particle emitted by radioactive element (Alpha ray),FALSE,
68th,2023-02-12,main,A,117,Science & Technology,Physics,simple_mcq,5,,,,FALSE,FALSE,A,final,easy,FALSE,,,NCERT-level,Centripetal force is responsible to (keep body moving along circular path),FALSE,
68th,2023-02-12,main,A,118,Science & Technology,Physics,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,NCERT-level,Energy change involving frictional force (Kinetic to heat energy),FALSE,
68th,2023-02-12,main,A,119,Science & Technology,Physics,simple_mcq,5,,,,FALSE,FALSE,B,final,medium,FALSE,,,NCERT-level,Bus sharp right turn — passengers will (bent towards right side),FALSE,
68th,2023-02-12,main,A,120,Science & Technology,Physics,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,NCERT-level,Sitarist adjusting string tension before orchestra adjusts (frequency matching),FALSE,
68th,2023-02-12,main,A,121,Science & Technology,Chemistry,simple_mcq,5,,,,FALSE,FALSE,B,final,medium,FALSE,,,NCERT-level,Matter with no fixed shape but fixed volume (kerosene),FALSE,
68th,2023-02-12,main,A,122,Science & Technology,Chemistry,simple_mcq,5,,,,FALSE,FALSE,A,final,medium,FALSE,,,NCERT-level,Examples of amphoteric oxides (Al2O3 and ZnO),FALSE,
68th,2023-02-12,main,A,123,Environment & Ecology,Climate & Pollution,simple_mcq,5,,,,TRUE,TRUE,A,final,easy,FALSE,,,NCERT-level,Gas that contributes to global warming via greenhouse effect (More than one),FALSE,
68th,2023-02-12,main,A,124,Science & Technology,Chemistry,simple_mcq,5,,,,FALSE,FALSE,A,final,easy,FALSE,,,NCERT-level,Acids react with metal carbonates to liberate ___ gas (CO2),FALSE,
68th,2023-02-12,main,A,125,Science & Technology,Chemistry,simple_mcq,5,,,,FALSE,FALSE,B,final,medium,FALSE,,,NCERT-level,Acid described as HOOCCOOH (Oxalic acid),FALSE,
68th,2023-02-12,main,A,126,Science & Technology,Chemistry,simple_mcq,5,,,,FALSE,FALSE,B,final,easy,FALSE,,,NCERT-level,Turns red litmus to blue (Base),FALSE,
68th,2023-02-12,main,A,127,Science & Technology,Chemistry,simple_mcq,5,,,,FALSE,FALSE,B,final,easy,FALSE,,,NCERT-level,Odour of acetic acid resembles (vinegar),FALSE,
68th,2023-02-12,main,A,128,Science & Technology,Chemistry,simple_mcq,5,,,,FALSE,FALSE,C,final,hard,FALSE,,,NCERT-level,Why dry HCl gas doesn't change dry litmus colour (no H3O+ ions present),FALSE,
68th,2023-02-12,main,A,129,Science & Technology,Chemistry,simple_mcq,5,,,,FALSE,FALSE,A,final,medium,FALSE,,,NCERT-level,Detect the odd one (Ripening of fruit),FALSE,
68th,2023-02-12,main,A,130,Science & Technology,Chemistry,simple_mcq,5,,,,TRUE,TRUE,E,final,medium,FALSE,,,NCERT-level,Which statement about diamond/graphite true (More than one of the above),FALSE,
68th,2023-02-12,main,A,131,Science & Technology,Biology,simple_mcq,5,,,,FALSE,FALSE,B,final,medium,FALSE,,,NCERT-level,Stomata open/close due to change in (amount of water in cells),FALSE,
68th,2023-02-12,main,A,132,Science & Technology,Biology,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,NCERT-level,Chlorophyll absorbs ___ wavelengths of sunlight (red and blue),FALSE,
68th,2023-02-12,main,A,133,Science & Technology,Biology,simple_mcq,5,,,,FALSE,FALSE,A,final,medium,FALSE,,,NCERT-level,Which is NOT a correct match (plant stem types),FALSE,
68th,2023-02-12,main,A,134,Science & Technology,Biology,simple_mcq,5,,,,FALSE,FALSE,A,final,medium,FALSE,,,NCERT-level,Water reaches great heights in trees due to suction pull caused by (transpiration),FALSE,
68th,2023-02-12,main,A,135,Science & Technology,Biology,simple_mcq,5,,,,FALSE,FALSE,B,final,hard,FALSE,,,NCERT-level,Chloroplast character enabling self-replication (Presence of both DNA and RNA),FALSE,
68th,2023-02-12,main,A,136,Science & Technology,Biology,simple_mcq,5,,,,FALSE,FALSE,B,final,easy,FALSE,,,NCERT-level,"Skeleton parts not as hard as bones, can bend (cartilage)",FALSE,
68th,2023-02-12,main,A,137,Science & Technology,Biology,simple_mcq,5,,,,FALSE,FALSE,B,final,medium,FALSE,,,NCERT-level,"In lichen, chlorophyll-containing partner ___ live together (alga and a fungus)",FALSE,
68th,2023-02-12,main,A,138,Science & Technology,Biology,simple_mcq,5,,,,FALSE,FALSE,A,final,medium,FALSE,,,NCERT-level,Female Anopheles distinguished from Culex by sitting (at angle with substratum),FALSE,
68th,2023-02-12,main,A,139,Science & Technology,Biology,simple_mcq,5,,,,FALSE,FALSE,B,final,medium,FALSE,,,NCERT-level,Cell type most important for body immunity (lymphocytes),FALSE,
68th,2023-02-12,main,A,140,Science & Technology,Biology,simple_mcq,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,NCERT-level,Which statement INCORRECT about muscles (can only push the bone),FALSE,
68th,2023-02-12,main,A,141,Reasoning & Aptitude,Logical/Verbal,reasoning_aptitude,5,,,,FALSE,FALSE,C,final,hard,FALSE,,,specialized reference,Code language: FASTER/MONK -> GUIDE,FALSE,
68th,2023-02-12,main,A,142,Reasoning & Aptitude,Quantitative/Numerical,reasoning_aptitude,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,specialized reference,"Rectangle area 30cm2 perimeter 26cm — sides (10, 3)",FALSE,
68th,2023-02-12,main,A,143,Reasoning & Aptitude,Quantitative/Numerical,reasoning_aptitude,5,,,,FALSE,FALSE,B,final,medium,FALSE,,,specialized reference,10% discount + 10% GST on Rs 400 item — final price (Rs 396),FALSE,
68th,2023-02-12,main,A,144,Reasoning & Aptitude,Logical/Verbal,reasoning_aptitude,5,,,,FALSE,FALSE,B,final,medium,FALSE,,,specialized reference,"Arrange words in logical order (VP, President, Speaker, PM, MPs)",FALSE,
68th,2023-02-12,main,A,145,Reasoning & Aptitude,Quantitative/Numerical,reasoning_aptitude,5,,,,FALSE,FALSE,A,final,medium,FALSE,,,specialized reference,"Reshma donates 1/4 property, divides rest among 3 children — each gets (one-fourth)",FALSE,
68th,2023-02-12,main,A,146,Reasoning & Aptitude,Logical/Verbal,reasoning_aptitude,5,,,,FALSE,FALSE,C,final,easy,FALSE,,,NCERT-level,Which statement is false (geometry: square/rhombus/rectangle),FALSE,
68th,2023-02-12,main,A,147,Reasoning & Aptitude,Logical/Verbal,reasoning_aptitude,5,,,,FALSE,FALSE,B,final,hard,FALSE,,,specialized reference,Family relation puzzle: how is K related to S (Sister-in-law),FALSE,
68th,2023-02-12,main,A,148,Reasoning & Aptitude,Quantitative/Numerical,reasoning_aptitude,5,,,,FALSE,FALSE,B,final,medium,FALSE,,,specialized reference,How many words (meaningless) from letters of 'DIARY' (10),FALSE,
68th,2023-02-12,main,A,149,Reasoning & Aptitude,Quantitative/Numerical,reasoning_aptitude,5,,,,FALSE,FALSE,C,final,medium,FALSE,,,specialized reference,"Missing number in 3x3 matrix (44,49,37/52,?,41/58,35,53)",FALSE,
68th,2023-02-12,main,A,150,Reasoning & Aptitude,Quantitative/Numerical,reasoning_aptitude,5,,,,TRUE,TRUE,A,final,medium,FALSE,,,specialized reference,"Missing number in series 15,20,32,62,118,248,? (More than one of the above)",FALSE,
69th,2023-09-30,main,A,1,Science & Technology,Tech & Innovation,statement_based,4,3,,"1, 2 and 3",TRUE,FALSE,D,provisional,medium,FALSE,,,current_affairs,"Which technologies enabled by 5G (IoT, Edge Computing, Network Slicing)",FALSE,
69th,2023-09-30,main,A,2,Science & Technology,Tech & Innovation,match_the_following,4,,4,,FALSE,FALSE,A,provisional,hard,FALSE,,,current_affairs,"Match space missions with exploration (Cassini-Huygens, Juno, Artemis, VERITAS)",FALSE,
69th,2023-09-30,main,A,3,Geography,Economic,match_the_following,4,,4,,FALSE,FALSE,C,provisional,medium,TRUE,natural fibres — could be General Science/GK,,specialized reference,"Match cloth with origin (Linen, Coir, Mohair, Down)",FALSE,
69th,2023-09-30,main,A,4,Science & Technology,Biology,statement_based,4,2,,Both 1 and 2,FALSE,FALSE,C,provisional,medium,FALSE,,,specialized reference,Taeniasis / neurocysticercosis — statements correct,FALSE,
69th,2023-09-30,main,A,5,Science & Technology,Tech & Innovation,statement_based,4,4,,All of the above,TRUE,TRUE,D,provisional,medium,FALSE,,,specialized reference,"Which are computer languages (Cobra, Python, Squirrel, Java)",FALSE,
69th,2023-09-30,main,A,6,Science & Technology,Tech & Innovation,simple_mcq,4,,,,FALSE,FALSE,D,provisional,easy,FALSE,,8,current_affairs,Full form of GPT in ChatGPT,FALSE,
69th,2023-09-30,main,A,7,Science & Technology,Biology,statement_based,4,7,,4 and 7,FALSE,FALSE,C,provisional,medium,FALSE,,,NCERT-level,Which are NOT tastes of the tongue (7 items),FALSE,
69th,2023-09-30,main,A,8,Science & Technology,Biology,statement_based,4,4,,Only 3 and 4,FALSE,FALSE,C,provisional,medium,FALSE,,,specialized reference,"Correctly matched pairs (Anorexia, Insomnia, Dyspnoea, Anosmia)",FALSE,
69th,2023-09-30,main,A,9,Science & Technology,Physics,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,What are pulsars,FALSE,
69th,2023-09-30,main,A,10,Science & Technology,Tech & Innovation,simple_mcq,4,,,,FALSE,FALSE,C,provisional,hard,FALSE,,,current_affairs,Lab-grown diamonds — diamond seed used,FALSE,
69th,2023-09-30,main,A,11,Science & Technology,Tech & Innovation,simple_mcq,4,,,,FALSE,FALSE,D,provisional,easy,FALSE,,,NCERT-level,Fibre used to make bulletproof jackets (Kevlar),FALSE,
69th,2023-09-30,main,A,12,Science & Technology,Chemistry,statement_based,4,4,,Only 1,FALSE,FALSE,C,provisional,hard,FALSE,,,specialized reference,Full form(s) of HMX,FALSE,
69th,2023-09-30,main,A,13,Science & Technology,Tech & Innovation,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,11,current_affairs,Tesla humanoid robot launched Oct 2022 (Optimus),FALSE,
69th,2023-09-30,main,A,14,Science & Technology,Tech & Innovation,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,TRUE,WWII history — could be History/Modern,,specialized reference,What is the Manhattan Project,FALSE,
69th,2023-09-30,main,A,15,Science & Technology,Physics,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,Concave mirror image real/inverted/same-size — object position,FALSE,
69th,2023-09-30,main,A,16,Science & Technology,Physics,simple_mcq,4,,,,FALSE,FALSE,A,provisional,easy,FALSE,,,NCERT-level,A photoelectric cell converts,FALSE,
69th,2023-09-30,main,A,17,Science & Technology,Chemistry,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,NCERT-level,Solute per unit volume/mass = ___ (concentration),FALSE,
69th,2023-09-30,main,A,18,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,current_affairs,How do COVID vaccines stimulate an immune response,FALSE,
69th,2023-09-30,main,A,19,Science & Technology,Chemistry,simple_mcq,4,,,,TRUE,TRUE,D,provisional,medium,FALSE,,,NCERT-level,Which liquid is a bad conductor of electricity (None of the above),FALSE,
69th,2023-09-30,main,A,20,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,A,provisional,easy,FALSE,,,NCERT-level,DNA double helix discovered by (Watson & Crick),FALSE,
69th,2023-09-30,main,A,21,Science & Technology,Physics,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,NCERT-level,Two masses free-falling near Moon's surface,FALSE,
69th,2023-09-30,main,A,22,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,specialized reference,How do vector vaccines work,FALSE,
69th,2023-09-30,main,A,23,Geography,Physical,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,NCERT-level,Process that continually adds new crust (seafloor spreading),FALSE,
69th,2023-09-30,main,A,24,Geography,Physical,simple_mcq,4,,,,FALSE,FALSE,C,provisional,easy,FALSE,,,NCERT-level,Theory: crust pieces in constant slow motion (plate tectonics),FALSE,
69th,2023-09-30,main,A,25,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,A,provisional,easy,FALSE,,,current_affairs,Expanded form of mRNA,FALSE,
69th,2023-09-30,main,A,26,Science & Technology,Physics,simple_mcq,4,,,,FALSE,FALSE,B,provisional,easy,FALSE,,,NCERT-level,AC current can be produced by (dynamo),FALSE,
69th,2023-09-30,main,A,27,Science & Technology,Physics,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,Current density is scalar/vector,FALSE,
69th,2023-09-30,main,A,28,Science & Technology,Chemistry,simple_mcq,4,,,,FALSE,FALSE,B,provisional,hard,FALSE,,,specialized reference,Basis of classification of medications,FALSE,
69th,2023-09-30,main,A,29,Science & Technology,Chemistry,simple_mcq,4,,,,TRUE,TRUE,D,provisional,medium,FALSE,,,NCERT-level,Which slows the reaction rate (None of the above),FALSE,
69th,2023-09-30,main,A,30,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,Input and output nerves meet at (CNS),FALSE,
69th,2023-09-30,main,A,31,Current Affairs,National,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,TRUE,location — could be Geography,,current_affairs,Shipwreck Tourism — Sunchi Reef/Amee Shoals/Grande Island location (Goa),FALSE,
69th,2023-09-30,main,A,32,Current Affairs,International,statement_based,4,3,,Only 1 and 3,FALSE,FALSE,B,provisional,medium,TRUE,could be Economy,1,current_affairs,G20 members represent — which statistics correct,FALSE,
69th,2023-09-30,main,A,33,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,Deleted,provisional,medium,FALSE,,2,current_affairs,Head of Russia's Wagner Mercenary Group,FALSE,
69th,2023-09-30,main,A,34,Current Affairs,Schemes & Indices,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,current_affairs,Global Gender Gap Report released by (WEF),FALSE,
69th,2023-09-30,main,A,35,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,12,current_affairs,Queen Elizabeth II — correct statement,FALSE,
69th,2023-09-30,main,A,36,Current Affairs,National,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,11,current_affairs,Theme of DefExpo-2022 (Path to Pride),FALSE,
69th,2023-09-30,main,A,37,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,TRUE,static GK/culture — could be Geography/World,,specialized reference,Thadingyut Festival celebrated in which country (Myanmar),FALSE,
69th,2023-09-30,main,A,38,Current Affairs,International,statement_based,4,4,,"2, 3 and 4",FALSE,FALSE,D,provisional,medium,TRUE,static GK,,specialized reference,White House statements — which correct,FALSE,
69th,2023-09-30,main,A,39,Environment & Ecology,Conservation & Policy,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,TRUE,could be Economy/S&T,,current_affairs,'Net Metering' seen in news in context of (solar billing),FALSE,
69th,2023-09-30,main,A,40,Science & Technology,Physics,match_the_following,4,,4,,FALSE,FALSE,A,provisional,medium,FALSE,,,NCERT-level,"Match colour with combination (Magenta, Teal, Mauve, Cyan)",FALSE,
69th,2023-09-30,main,A,41,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,3,current_affairs,Deep-sea submersible imploded near Titanic (Titan),FALSE,
69th,2023-09-30,main,A,42,Current Affairs,National,match_the_following,4,,5,,FALSE,FALSE,B,provisional,hard,TRUE,static general-knowledge (fashion) — no clean subject fit,,specialized reference,"Match footwear/fashion accessory with description (Beret, Stilettos, Aviators, Chignon, Brogue)",FALSE,
69th,2023-09-30,main,A,43,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,C,provisional,hard,FALSE,,,current_affairs,Where former US President gave interview recently (Athens),FALSE,
69th,2023-09-30,main,A,44,Current Affairs,Sports,statement_based,4,4,,2 and 4,FALSE,FALSE,D,provisional,medium,FALSE,,,specialized reference,"Sports pairs correctly matched (Flushing Meadows, Venus Rosewater Dish, Roland Garros, Australian Open)",FALSE,
69th,2023-09-30,main,A,45,Current Affairs,Schemes & Indices,simple_mcq,4,,,,FALSE,FALSE,C,provisional,hard,FALSE,,10,current_affairs,MHA Mother Tongue Survey (MTSI) Nov 2022 — number of languages (576),FALSE,
69th,2023-09-30,main,A,46,Environment & Ecology,Conservation & Policy,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,TRUE,could be Current Affairs,,current_affairs,State that launched SLCVC vulture-conservation committee (Tamil Nadu),FALSE,
69th,2023-09-30,main,A,47,Environment & Ecology,Biodiversity,simple_mcq,4,,,,FALSE,FALSE,A,provisional,hard,FALSE,,,current_affairs,Asian Giant Tortoises released into which National Park (Ntangki),FALSE,
69th,2023-09-30,main,A,48,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,,current_affairs,Country that reaffirmed Arunachal as part of India (USA),FALSE,
69th,2023-09-30,main,A,49,Current Affairs,Sports,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,FALSE,,12,current_affairs,Rudrankksh Patil's medal at ISSF World C'ship Cairo (Gold),FALSE,
69th,2023-09-30,main,A,50,Current Affairs,Schemes & Indices,simple_mcq,4,,,,FALSE,FALSE,A,provisional,medium,TRUE,education policy — could be Polity,,specialized reference,NEP 2020 — vocational education integrated from which grade (Grade 6),FALSE,
69th,2023-09-30,main,A,51,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,TRUE,could be Economy/trade,15,current_affairs,India signed ECTA with which country (Australia),FALSE,
69th,2023-09-30,main,A,52,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,C,provisional,hard,FALSE,,,current_affairs,Plain Language Act passed by which country (New Zealand),FALSE,
69th,2023-09-30,main,A,53,Current Affairs,International,simple_mcq,4,,,,FALSE,FALSE,C,provisional,hard,TRUE,could be Sci & Tech discovery,,current_affairs,Tillyardembiids (first plant pollinators) fossils discovered in (China),FALSE,
69th,2023-09-30,main,A,54,Environment & Ecology,Conservation & Policy,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,current_affairs,'Lisbon Declaration' — conservation of what (Oceans),FALSE,
69th,2023-09-30,main,A,55,History,Ancient,simple_mcq,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,NCERT-level,Animal NOT known to Indus Valley people (Horse),FALSE,
69th,2023-09-30,main,A,56,History,Medieval,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,TRUE,Art & Culture / static GK,,NCERT-level,Which is NOT a UNESCO World Heritage Site (India Gate),FALSE,
