year,exam_date,paper_variant,booklet_series,question_number,subject,sub_topic,question_type,option_count,statement_count,list_item_count,option_combination_pattern,is_all_or_none_correct,all_none_literal_phrasing,correct_option,key_status,difficulty_guess,ambiguous_subject,ambiguous_note,ca_recency_months,source_type_guess,question_text_en
69th,2023-09-30,main,A,140,History,Modern,simple_mcq,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,specialized reference,INC session where Fundamental Rights resolutions first passed (Karachi 1931)
69th,2023-09-30,main,A,141,Reasoning & Aptitude,Logical/Verbal,reasoning_aptitude,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,specialized reference,Code language: GAME/BEAD -> MADE
69th,2023-09-30,main,A,142,Reasoning & Aptitude,Logical/Verbal,reasoning_aptitude,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,specialized reference,"Direction reasoning (Q, M, S, T travel directions)"
69th,2023-09-30,main,A,143,Reasoning & Aptitude,Quantitative/Numerical,reasoning_aptitude,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,Land plot percentage math (Ramesh vs Suresh)
69th,2023-09-30,main,A,144,Reasoning & Aptitude,Logical/Verbal,reasoning_aptitude,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,specialized reference,"Find the odd pair (Millinery, Brewery, Stationery, Snobbery)"
69th,2023-09-30,main,A,145,Reasoning & Aptitude,Quantitative/Numerical,reasoning_aptitude,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,Number series: 132 156 ? 210 240 272
69th,2023-09-30,main,A,146,Reasoning & Aptitude,Quantitative/Numerical,reasoning_aptitude,4,,,,FALSE,FALSE,B,provisional,medium,FALSE,,,specialized reference,"Missing number in 3x3 matrix (44,49,37 / 52,?,41 / 58,35,53)"
69th,2023-09-30,main,A,147,Reasoning & Aptitude,Logical/Verbal,reasoning_aptitude,4,,,,FALSE,FALSE,D,provisional,medium,FALSE,,,specialized reference,Statement-conclusion: cricket runs by spinners
69th,2023-09-30,main,A,148,Reasoning & Aptitude,Logical/Verbal,reasoning_aptitude,4,,,,FALSE,FALSE,A,provisional,hard,FALSE,,,specialized reference,Code language: GREAT/MONK -> VIGOROUS
69th,2023-09-30,main,A,149,Reasoning & Aptitude,Logical/Verbal,reasoning_aptitude,4,,,,FALSE,FALSE,C,provisional,medium,FALSE,,,specialized reference,Find the odd one in letter groups
69th,2023-09-30,main,A,150,Reasoning & Aptitude,Quantitative/Numerical,reasoning_aptitude,4,,,,FALSE,FALSE,A,provisional,hard,FALSE,,,specialized reference,"Direction-distance: company branches M,N,O,P"
