year,exam_date,paper_variant,booklet_series,question_number,subject,sub_topic,question_type,option_count,statement_count,list_item_count,option_combination_pattern,is_all_or_none_correct,all_none_literal_phrasing,correct_option,key_status,difficulty_guess,ambiguous_subject,ambiguous_note,ca_recency_months,source_type_guess,question_text_en
71st,2025-09-13,main,E,140,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,D,final,medium,FALSE,,,NCERT-level,Herpes simplex virus-human interaction (Parasitism)
71st,2025-09-13,main,E,141,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,C,final,medium,FALSE,,,specialized reference,First immunoglobulin produced in response to infection (IgM)
71st,2025-09-13,main,E,142,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,A,final,medium,FALSE,,,NCERT-level,Biological membranes composed of (lipids and proteins)
71st,2025-09-13,main,E,143,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,A,final,medium,FALSE,,,NCERT-level,Which is a non-sense codon (UAA)
71st,2025-09-13,main,E,144,Environment & Ecology,Biodiversity,simple_mcq,4,,,,FALSE,FALSE,C,final,easy,FALSE,,,NCERT-level,Species in danger of extinction known as (Endangered)
71st,2025-09-13,main,E,145,Geography,Economic,simple_mcq,4,,,,FALSE,FALSE,A,final,easy,FALSE,,,NCERT-level,Which is a Kharif crop (Sugarcane)
71st,2025-09-13,main,E,146,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,A,final,easy,FALSE,,,NCERT-level,Xylem in plants is responsible for (transport of water/minerals)
71st,2025-09-13,main,E,147,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,C,final,hard,FALSE,,,specialized reference,Who first used vascular tissue in plant classification (A.P. de Candolle)
71st,2025-09-13,main,E,148,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,B,final,easy,FALSE,,,NCERT-level,Part we eat in Mango (Mesocarp)
71st,2025-09-13,main,E,149,Environment & Ecology,Climate & Pollution,simple_mcq,4,,,,FALSE,FALSE,A,final,easy,FALSE,,,NCERT-level,Ozone Day celebrated on (16 September)
71st,2025-09-13,main,E,150,Science & Technology,Biology,simple_mcq,4,,,,FALSE,FALSE,D,final,medium,FALSE,,,NCERT-level,Advantage of plant in mycorrhizal association (increased mineral absorption)
